Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,design_description,env_broad_scale,env_local_scale,env_medium,Experiment,file_md5,file-type,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,INSTRUMENT_MODEL,Instrument,Investigation_type,Lat_Lon,library_construction_protocol,library_layout,Library Name,Library_name,library_selection,library_source,library_strategy,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sequencing_method,SRA Study
SRR16555268,AMPLICON,936,40292946,PRJNA774098,SAMN22550529,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",36615169,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757435,75eb8f0a4a4760b1edea255f467e0f69,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IS32_F3,IS32_F3,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode63,Oxford Nanopore,SRP342932
SRR16555270,AMPLICON,766,19282802,PRJNA774098,SAMN22550528,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",17536518,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757433,00fce431bd1b711df5c3368ae8d641e,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IS31_F2,IS31_F2,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode62,Oxford Nanopore,SRP342932
SRR16555273,AMPLICON,893,47489613,PRJNA774098,SAMN22550525,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",43139441,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757430,67a4f59a89a4d611ad5c1669eaa39bf8,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IS17_D9,IS17_D9,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode45,Oxford Nanopore,SRP342932
SRR16555275,AMPLICON,1692,156524937,PRJNA774098,SAMN22550523,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",142280229,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757428,3c6fcca01bdb4fc431340e9eaaa96ca8,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IS14_D6,IS14_D6,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode42,Oxford Nanopore,SRP342932
SRR16555276,AMPLICON,1672,121020432,PRJNA774098,SAMN22550522,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",110027575,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757427,23d65d74a7b14815b756a0e05341e429,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IS13_D5,IS13_D5,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode41,Oxford Nanopore,SRP342932
SRR16555278,AMPLICON,1545,164444707,PRJNA774098,SAMN22550520,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",149435384,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757425,e46b37e048d2b7f511ce37949387e441,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IS11_D3,IS11_D3,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode39,Oxford Nanopore,SRP342932
SRR16555279,AMPLICON,1261,63772507,PRJNA774098,SAMN22550519,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",57948581,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757424,f0596d94d04de472437a22586d3acb93,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IS10_D2,IS10_D2,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode38,Oxford Nanopore,SRP342932
SRR16555280,AMPLICON,1573,44642101,PRJNA774098,SAMN22550483,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",40524357,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757423,f55e05036072efa3bef185e9b86feea2,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,C5_A5,C5_A5,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,Barcode05,Oxford Nanopore,SRP342932
SRR16555283,AMPLICON,1163,74513361,PRJNA774098,SAMN22550516,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",67717154,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757420,77c2e633e86a6c764b453a40ca428b0d,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IS6_C10,IS6_C10,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode34,Oxford Nanopore,SRP342932
SRR16555285,AMPLICON,835,20281874,PRJNA774098,SAMN22550514,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",18479572,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757418,2eb9cf6f026da66024d2d6054596deaa,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IA45_G6,IA45_G6,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode78,Oxford Nanopore,SRP342932
SRR16555287,AMPLICON,1387,83949648,PRJNA774098,SAMN22550512,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",76355822,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757416,85dbc04f116ab5960e26cdc1d8298852,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IA43_G4,IA43_G4,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode76,Oxford Nanopore,SRP342932
SRR16555288,AMPLICON,673,10763720,PRJNA774098,SAMN22550511,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",9840721,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757415,a2324107b6e32250f742b62c32d33c57,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IA42_G3,IA42_G3,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode75,Oxford Nanopore,SRP342932
SRR16555291,AMPLICON,860,20425108,PRJNA774098,SAMN22550482,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",18552494,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757412,73d602901f36eab949c59d316ccbfcc2,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,C4_A4,C4_A4,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,Barcode04,Oxford Nanopore,SRP342932
SRR16555292,AMPLICON,686,16027928,PRJNA774098,SAMN22550508,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",14587951,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757411,d845ad11c76fc37f43cc78aeeb5fe9d0,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IA39_F12,IA39_F12,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode72,Oxford Nanopore,SRP342932
SRR16555294,AMPLICON,1502,137208695,PRJNA774098,SAMN22550506,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",124793050,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757409,bce9b2f849f3a18db4e2579e377dc259,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IA35_F7,IA35_F7,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode67,Oxford Nanopore,SRP342932
SRR16555296,AMPLICON,1655,149485023,PRJNA774098,SAMN22550504,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",135950794,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757407,12306c8546589713b56adbeb8528d3be,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IA29_E12,IA29_E12,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode60,Oxford Nanopore,SRP342932
SRR16555297,AMPLICON,1245,90363379,PRJNA774098,SAMN22550503,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",82149173,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757406,c9952de80a7f1f991e127c5df2690da2,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IA27_E8,IA27_E8,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode56,Oxford Nanopore,SRP342932
SRR16555298,AMPLICON,851,39541471,PRJNA774098,SAMN22550502,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",35904401,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757405,9a5aa6f11495f4f5a52d60a4b918ad4c,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IA25_E6,IA25_E6,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode54,Oxford Nanopore,SRP342932
SRR16555300,AMPLICON,943,36609158,PRJNA774098,SAMN22550500,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",33321706,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757403,3f008459f09dc2dfb06874db06b97c4b,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IA22_E2,IA22_E2,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode50,Oxford Nanopore,SRP342932
SRR16555303,AMPLICON,809,40390563,PRJNA774098,SAMN22550498,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",36693615,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757400,776055e2bc9ef9e8ffda36db87bdd077,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IA20_D12,IA20_D12,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode48,Oxford Nanopore,SRP342932
SRR16555305,AMPLICON,804,27057051,PRJNA774098,SAMN22550496,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",24623704,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757398,7399f29a4146fba442dc84d0a2df40fe,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IA18_D10,IA18_D10,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode46,Oxford Nanopore,SRP342932
SRR16555307,AMPLICON,1568,67952085,PRJNA774098,SAMN22550494,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",61808312,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757396,021a6ebb2dc539ced7fb885f93833e3a,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IA4_C8,IA4_C8,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode32,Oxford Nanopore,SRP342932
SRR16555308,AMPLICON,1516,83394647,PRJNA774098,SAMN22550493,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",75866235,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757395,223e3a861d315a972fb2f858ab39476e,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IA3_C7,IA3_C7,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode31,Oxford Nanopore,SRP342932
SRR16555310,AMPLICON,1674,182801809,PRJNA774098,SAMN22550491,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",165980341,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757393,de2e1e6e9c1ad076ca946d74b9935152,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,IA1_C5,IA1_C5,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,new_barcode29,Oxford Nanopore,SRP342932
SRR16555312,AMPLICON,1490,45648617,PRJNA774098,SAMN22550489,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-associated",41425812,INSTITUTE OF LIFE SCIENCES,2020-05-11/2020-10-10,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",PCR based amplification of Variable regions (V1-V9),NA,NA,NA,SRX12757391,fcd0c2ccf6355584f93bd6ea3b15dce1,fastq,India,Asia,India,Homo sapiens,MinION,MinION,bacteria_archaea,20.9517 N 85.0985 E,SQK-LSK109 1D protocol,SINGLE,C11_A11,C11_A11,Amplicon,Nasopharyngeal Swab,16SrRNA gene,SINGLE,PCR,METAGENOMIC,human nasopharyngeal metagenome,OXFORD_NANOPORE,2021-12-22T00:00:00Z,Barcode11,Oxford Nanopore,SRP342932
