Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Instrument,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study
SRR13760958,AMPLICON,408,23804532,PRJNA703303,SAMN18011806,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10146037,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Control_replicate_8,human feces,SRX10147688,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,132,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,132,SRP307447
SRR13760959,AMPLICON,408,20151414,PRJNA703303,SAMN18011805,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",8613772,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Control_replicate_7,human feces,SRX10147687,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,122,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,122,SRP307447
SRR13760960,AMPLICON,410,24504819,PRJNA703303,SAMN18011804,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10136214,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Control_replicate_6,human feces,SRX10147686,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,88,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,88,SRP307447
SRR13760961,AMPLICON,408,21759388,PRJNA703303,SAMN18011803,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9233908,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Control_replicate_5,human feces,SRX10147685,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,77,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,77,SRP307447
SRR13760962,AMPLICON,415,16766460,PRJNA703303,SAMN18011776,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",8088398,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Acute_replicate_4,human feces,SRX10147684,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_70_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_70_1,SRP307447
SRR13760963,AMPLICON,406,20097966,PRJNA703303,SAMN18011802,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",8433085,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Control_replicate_4,human feces,SRX10147683,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,75,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,75,SRP307447
SRR13760964,AMPLICON,409,20377777,PRJNA703303,SAMN18011801,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",8565282,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Control_replicate_3,human feces,SRX10147682,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,57,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,57,SRP307447
SRR13760965,AMPLICON,414,19198749,PRJNA703303,SAMN18011800,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",8095170,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Control_replicate_2,human feces,SRX10147681,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,51,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,51,SRP307447
SRR13760966,AMPLICON,406,18910265,PRJNA703303,SAMN18011799,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",8063283,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Control_replicate_1,human feces,SRX10147680,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,22,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,22,SRP307447
SRR13760967,AMPLICON,418,23049801,PRJNA703303,SAMN18011798,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9847456,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Acute_replicate_26,human feces,SRX10147679,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP9_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP9_1,SRP307447
SRR13760968,AMPLICON,407,23279085,PRJNA703303,SAMN18011797,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9687911,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Acute_replicate_25,human feces,SRX10147678,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP8_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP8_1,SRP307447
SRR13760969,AMPLICON,406,23838589,PRJNA703303,SAMN18011796,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9713314,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Acute_replicate_24,human feces,SRX10147677,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP6_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP6_1,SRP307447
SRR13760970,AMPLICON,409,26346910,PRJNA703303,SAMN18011795,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11309838,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Acute_replicate_23,human feces,SRX10147676,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP58_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP58_1,SRP307447
SRR13760971,AMPLICON,411,23681092,PRJNA703303,SAMN18011794,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10306029,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Acute_replicate_22,human feces,SRX10147675,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP56_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP56_1,SRP307447
SRR13760972,AMPLICON,409,21435167,PRJNA703303,SAMN18011793,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",8987100,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Acute_replicate_21,human feces,SRX10147674,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP54_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP54_1,SRP307447
SRR13760973,AMPLICON,423,17445683,PRJNA703303,SAMN18011775,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",8437551,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Acute_replicate_3,human feces,SRX10147673,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_66_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_66_1,SRP307447
SRR13760974,AMPLICON,415,19945656,PRJNA703303,SAMN18011792,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",8425522,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Acute_replicate_20,human feces,SRX10147672,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP52_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP52_1,SRP307447
SRR13760975,AMPLICON,409,26280018,PRJNA703303,SAMN18011791,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11037053,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Acute_replicate_19,human feces,SRX10147671,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP50_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP50_1,SRP307447
SRR13760976,AMPLICON,412,22983295,PRJNA703303,SAMN18011790,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9727180,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Acute_replicate_18,human feces,SRX10147670,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP46_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP46_1,SRP307447
SRR13760977,AMPLICON,416,21500652,PRJNA703303,SAMN18011789,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9119845,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Acute_replicate_17,human feces,SRX10147669,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP44_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP44_1,SRP307447
SRR13760978,AMPLICON,422,17826678,PRJNA703303,SAMN18011788,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",7604329,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Acute_replicate_16,human feces,SRX10147668,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP41_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP41_1,SRP307447
SRR13760979,AMPLICON,416,23574123,PRJNA703303,SAMN18011787,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10011618,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Acute_replicate_15,human feces,SRX10147667,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP38_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP38_1,SRP307447
SRR13760980,AMPLICON,410,22343881,PRJNA703303,SAMN18011786,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9412390,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Acute_replicate_14,human feces,SRX10147666,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP34_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP34_1,SRP307447
SRR13760981,AMPLICON,424,16397854,PRJNA703303,SAMN18011785,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",6358403,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Acute_replicate_13,human feces,SRX10147665,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP33_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP33_1,SRP307447
SRR13760982,AMPLICON,412,24450636,PRJNA703303,SAMN18011784,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11057261,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Acute_replicate_12,human feces,SRX10147664,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP32_3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP32_3,SRP307447
SRR13760983,AMPLICON,409,27604886,PRJNA703303,SAMN18011878,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13628768,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_30,human feces,SRX10147663,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_9_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_9_F,SRP307447
SRR13760984,AMPLICON,406,20855712,PRJNA703303,SAMN18011877,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10300709,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_29,human feces,SRX10147662,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_8_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_8_F,SRP307447
SRR13760985,AMPLICON,406,25389331,PRJNA703303,SAMN18011876,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12211363,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_28,human feces,SRX10147661,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_72_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_72_F,SRP307447
SRR13760986,AMPLICON,420,23924455,PRJNA703303,SAMN18011875,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11351929,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_27,human feces,SRX10147660,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_66_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_66_F,SRP307447
SRR13760987,AMPLICON,406,25588663,PRJNA703303,SAMN18011874,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12476623,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_26,human feces,SRX10147659,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_64_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_64_F,SRP307447
SRR13760988,AMPLICON,420,20934933,PRJNA703303,SAMN18011873,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9982637,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_25,human feces,SRX10147658,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_61_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_61_F,SRP307447
SRR13760989,AMPLICON,409,25054716,PRJNA703303,SAMN18011783,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10317267,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Acute_replicate_11,human feces,SRX10147657,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP3_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP3_1,SRP307447
SRR13760990,AMPLICON,413,22637178,PRJNA703303,SAMN18011774,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",10791952,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Acute_replicate_2,human feces,SRX10147656,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_64_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_64_1,SRP307447
SRR13760991,AMPLICON,419,15349500,PRJNA703303,SAMN18011773,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",7503369,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Acute_replicate_1,human feces,SRX10147655,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_35_3,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_35_3,SRP307447
SRR13760992,AMPLICON,411,29667999,PRJNA703303,SAMN18011872,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14355115,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_24,human feces,SRX10147654,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_60_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_60_F,SRP307447
SRR13760993,AMPLICON,410,24305101,PRJNA703303,SAMN18011871,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11572966,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_23,human feces,SRX10147653,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_6_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_6_F,SRP307447
SRR13760994,AMPLICON,405,26068874,PRJNA703303,SAMN18011870,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12626296,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_22,human feces,SRX10147652,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_59_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_59_F,SRP307447
SRR13760995,AMPLICON,410,29275207,PRJNA703303,SAMN18011869,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14416251,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_21,human feces,SRX10147651,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_58_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_58_F,SRP307447
SRR13760996,AMPLICON,426,27453240,PRJNA703303,SAMN18011868,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13045986,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_20,human feces,SRX10147650,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_56_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_56_F,SRP307447
SRR13760997,AMPLICON,406,24581855,PRJNA703303,SAMN18011867,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11552775,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_19,human feces,SRX10147649,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_54_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_54_F,SRP307447
SRR13760998,AMPLICON,405,29028609,PRJNA703303,SAMN18011866,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13869986,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_18,human feces,SRX10147648,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_52_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_52_F,SRP307447
SRR13760999,AMPLICON,406,26334848,PRJNA703303,SAMN18011865,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12563636,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_17,human feces,SRX10147647,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_50_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_50_F,SRP307447
SRR13761000,AMPLICON,415,27270847,PRJNA703303,SAMN18011864,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13184642,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_16,human feces,SRX10147646,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_46_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_46_F,SRP307447
SRR13761001,AMPLICON,418,24262060,PRJNA703303,SAMN18011863,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11875153,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_15,human feces,SRX10147645,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_44_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_44_F,SRP307447
SRR13761002,AMPLICON,410,24355609,PRJNA703303,SAMN18011782,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",9517207,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Acute_replicate_10,human feces,SRX10147644,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP2_1,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP2_1,SRP307447
SRR13761003,AMPLICON,416,26008383,PRJNA703303,SAMN18011862,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12675261,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_14,human feces,SRX10147643,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_42_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_42_F,SRP307447
SRR13761004,AMPLICON,406,25949653,PRJNA703303,SAMN18011861,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",12588868,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_13,human feces,SRX10147642,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_41_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_41_F,SRP307447
SRR13761005,AMPLICON,407,24894547,PRJNA703303,SAMN18011860,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",11891567,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_12,human feces,SRX10147641,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_38_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_38_F,SRP307447
SRR13761006,AMPLICON,410,27958293,PRJNA703303,SAMN18011859,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13875651,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_11,human feces,SRX10147640,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_35_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_35_F,SRP307447
SRR13761007,AMPLICON,409,29108274,PRJNA703303,SAMN18011858,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",14156948,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_10,human feces,SRX10147639,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_34_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_34_F,SRP307447
SRR13761008,AMPLICON,406,27546987,PRJNA703303,SAMN18011857,"MIMARKS.survey,MIGS/MIMS/MIMARKS.human-gut",13278904,ZHEJIANG UNIVERSITY,2020-02-15,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",human microbiome,Postconvalescence_replicate_9,human feces,SRX10147638,China,Asia,China,Homo sapiens,Illumina MiSeq,not collected,NCP_33_F,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2022-02-15T00:00:00Z,NCP_33_F,SRP307447
